CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,COD_DEPARTAMENTO_ORIGEN,ZONA_CIUDAD_GUATEMALA,TELEFONO_PRINCIPAL,TELEFONO_SECUNDARIO,TELEFONO_VALIDO,DUPLICADO_EXACTO_SIN_CODIGO,POSIBLE_DUPLICADO_PARCIAL
00-01-0664-46,01-317,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,MARIANO DOMINGO ESTRADA TELETOR,LESLY LORENA SOLARES ANZUETO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22204447,,True,False,True
00-01-0666-46,01-627,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,ISAURA AMPARO RECINOS CARRILLO,LESLY LORENA SOLARES ANZUETO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22204447,,True,True,True
00-01-0667-46,01-627,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,ISAURA AMPARO RECINOS CARRILLO,LESLY LORENA SOLARES ANZUETO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22204447,,True,True,True
00-01-0670-46,01-01-0028,GUATEMALA,GUATEMALA,"COLEGIO CATOLICO MIXTO ""EUGENIO PACELLI""",13 CALLE 0-61,AMADO SALOMON FLORES PEREZ,FREDY AMILCAR CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,32636330,,True,False,False
00-01-0671-46,01-01-0031,GUATEMALA,GUATEMALA,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL ""JESUS MARÍA ALVARADO""",2A. CALLE 4-04,LUDIBEL AMARILIS GALICIA DE FLORES,SONIA CONCEPCIÓN LÓPEZ MUÑOZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22516651,,True,False,False
00-01-0672-46,01-01-0048,GUATEMALA,GUATEMALA,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,8 CALLE 0-30,AMADO SALOMON FLORES PEREZ,JESÚS SAMAYOA ARAGÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22302766,,True,False,True
00-01-0673-46,01-01-0040,GUATEMALA,GUATEMALA,COLEGIO CATÓLICO SAN LUCAS,14 CALLE 6-82,AMADO SALOMON FLORES PEREZ,BRENDA ROCSANA CRUZ NÁJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22381236,,True,False,False
00-01-0674-46,01-01-0040,GUATEMALA,GUATEMALA,COLEGIO CATÓLICO SAN LUCAS,14 CALLE 6-82,AMADO SALOMON FLORES PEREZ,BRENDA ROCSANA CRUZ NÁJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22381236,,True,False,False
00-01-0677-46,01-01-0033,GUATEMALA,GUATEMALA,COLEGIO CATÓLICO SAN LUCAS,14 CALLE 6-82,CARLOS HUMBERTO GONZALEZ DE LEON,RITA ANGELICA CATALAN SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22381236,,True,True,False
00-01-0680-46,01-403,GUATEMALA,GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,3A. AVENIDA 6-10,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,RENÉ FERNANDO HERNÁNDEZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE,00,1,56175661,,True,False,False
00-01-0681-46,01-403,GUATEMALA,GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,3A. AVENIDA 6-10,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,RENE FERNANDO HERNANDEZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE,00,1,56175661,,True,False,False
00-01-0683-46,01-01-0048,GUATEMALA,GUATEMALA,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,AMADO SALOMON FLORES PEREZ,ERIKA ANABELLA MANSILLA MEJÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22380100,,True,False,False
00-01-0684-46,01-318,GUATEMALA,GUATEMALA,"LICEO ""ITALO GUATEMALTECO""",ZONA 1,SANDRA CAROLINA PÉREZ DONDIEGO DE CHOC,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0685-46,01-01-0033,GUATEMALA,GUATEMALA,COLEGIO CATÓLICO SAN LUCAS,14 CALLE 6-82,CARLOS HUMBERTO GONZALEZ DE LEON,RITA ANGELICA CATALAN SOSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22381236,,True,True,False
00-01-0688-46,01-01-0037,GUATEMALA,GUATEMALA,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59 ZONA 1,CARLOS HUMBERTO GONZALEZ DE LEON,ANA ISABEL TELLO SÁENZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,24637777,,True,False,False
00-01-0692-46,01-01-0044,GUATEMALA,GUATEMALA,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,13 CALLE 9-60,MARIANO DOMINGO ESTRADA TELETOR,JORGE ROLANDO MORALES PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22959172,,True,False,True
00-01-0693-46,01-01-0035,GUATEMALA,GUATEMALA,ESCUELA MUNICIPAL DE MÚSICA,8AV. AVENIDA 12-10 ZONA 1 (ANTIGUO CLUB AMERICANO),NORMA ARACELY PALOMO FRANCO DE DÍAZ,JOSÉ DAVID COYOY ROSALES,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,30185128,,True,False,False
00-01-0694-46,01-01-0044,GUATEMALA,GUATEMALA,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22531216,,True,False,False
00-01-0696-46,01-01-0030,GUATEMALA,GUATEMALA,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,16 CALLE 03-71,NORMA ARACELY PALOMO FRANCO DE DÍAZ,KARLO FERNANDO CASTILLO PEREZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,54933399,,True,False,True
00-01-0699-46,01-116,GUATEMALA,GUATEMALA,INSTITUTO DE CIENCIAS DE LA COMUNICACIÓN,10 AVENIDA 7-56,SE ELIMINO EL DISTRITO,THELMA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0700-46,01-312,GUATEMALA,GUATEMALA,LICEO TÉCNICO CIENCIA Y DESARROLLO,10A. CALLE 3-15,AMADO SALOMON FLORES PEREZ,MIRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,36117881,,True,False,False
00-01-0701-46,01-312,GUATEMALA,GUATEMALA,LICEO TÉCNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,36117881,,True,False,False
00-01-0702-46,01-112,GUATEMALA,GUATEMALA,COLEGIO HISPANO AMERICANO,9 CALLE 7-06,JUAN CARLOS CHACÓN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0703-46,01-115,GUATEMALA,GUATEMALA,CENTRO CULTURAL DE AMERICA,6 AVENIDA 2-45,WILFREDO GARCÍA MATUL,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,True
00-01-0706-46,01-01-0035,GUATEMALA,GUATEMALA,COLEGIO COMERCIAL GUATEMALTECO,10A. CALLE 11-44,NORMA ARACELY PALOMO FRANCO DE DÍAZ,CHARLOTTE ANN AFRE PYATT,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22534824,,True,False,False
00-01-0708-46,01-01-0040,GUATEMALA,GUATEMALA,COLEGIO TÉCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,AMADO SALOMON FLORES PEREZ,MARÍA LA O IVONNE RIVERA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,57169678,,True,False,False
00-01-0709-46,01-01-0040,GUATEMALA,GUATEMALA,COLEGIO TÉCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,AMADO SALOMON FLORES PEREZ,MARÍA LA O IVONNE RIVERA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,57169678,,True,False,False
00-01-0710-46,01-01-0037,GUATEMALA,GUATEMALA,COLEGIO TÉCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,CARLOS HUMBERTO GONZALEZ DE LEON,MARÍA LA O IVONNE RIVERA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,57169678,,True,False,False
00-01-0712-46,01-001,GUATEMALA,GUATEMALA,LICEO SANTIAGO,9A. AVENIDA 5-17,SANDRA LIZZETH CRUZ IZAGUIRRE,THELMA ONDINA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,2267425,,False,False,False
00-01-0713-46,01-307,GUATEMALA,GUATEMALA,INSTITUTO BILINGUE GUATEMALTECO,6A. AVENIDA 5-17,NORMA ARACELY PALOMO FRANCO DE DIAZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22517405,,True,False,False
00-01-0715-46,01-310,GUATEMALA,GUATEMALA,ESCUELA TECNICA SUPERIOR ALINARI,5A CALLE 5-61,EDDY FRANCISCO RAMÍREZ MORALES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0716-46,01-310,GUATEMALA,GUATEMALA,INSTITUTO TÉCNICO CENTROAMERICANO DE OPTOMETRÍA,5 CALLE 2-75,EDDY FRANCISCO RAMÍREZ MORALES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0719-46,01-01-0012,GUATEMALA,GUATEMALA,"COLEGIO MIXTO ""CRISTIANO GUATEMALTECO""",13 CALLE 2-30,CARLOS HUMBERTO GONZALEZ DE LEON,ANDREA CAROLINA VILLAGRAN FUNES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA NORTE,00,1,2223228,,False,False,False
00-01-0720-46,01-403,GUATEMALA,GUATEMALA,INSTITUTO NORMAL MIXTO NOCTURNO,9A. AVENIDA 9-27,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SANTOS LOPEZ CONTRERAS,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,55696890,,True,False,False
00-01-0721-46,01-001,GUATEMALA,GUATEMALA,ESCUELA SUPERIOR DE INFORMATICA,5 AVENIDA 4-33,SANDRA LIZZETH CRUZ IZAGUIRRE,THELMA ONDINA VASQUEZ REYEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22067425,,True,False,True
00-01-0722-46,01-001,GUATEMALA,GUATEMALA,INSTITUTO MIXTO PRIVADO DIÉGUEZ OLAVERRI,10-25,SANDRA LIZZETH CRUZ IZAGUIRRE,THELMA ONDINA VASQUEZ REYEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0723-46,01-310,GUATEMALA,GUATEMALA,INSTITUTO BILINGUE ANGLOAMERICANO,9A. AVENIDA 5-13,EDDY FRANCISCO RAMÍREZ MORALES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0724-46,01-01-0012,GUATEMALA,GUATEMALA,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,CARLOS HUMBERTO GONZALEZ DE LEON,ANA ISABEL TELLO SÁENZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE,00,1,24637777,,True,False,False
00-01-0727-46,01-01-0042,GUATEMALA,GUATEMALA,"COLEGIO TÉCNICO INDUSTRIAL ""LUIS CARDOZA Y ARAGÓN""",5TA. CALLE 1-36,CARLOS HUMBERTO GONZALEZ DE LEON,AURA ELICIA CARTAGENA MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,23074080,,True,False,False
00-01-0728-46,01-01-0037,GUATEMALA,GUATEMALA,COLEGIO TÉCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,CARLOS HUMBERTO GONZALEZ DE LEON,MARÍA LA O IVONNE RIVERA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,57169678,,True,False,False
00-01-0730-46,01-01-0039,GUATEMALA,GUATEMALA,"CENTRO EDUCACIONAL MIXTO PRIVADO ""KINGSTON""",8A. CALLE 12-46,CARLOS HUMBERTO GONZALEZ DE LEON,PATRICIA LORENA LIDIA GIDI DAVID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22320068,,True,False,False
00-01-0732-46,01-01-0039,GUATEMALA,GUATEMALA,INSTITUTO TECNOLÓGICO JHULES,12 A. AVENIDA 15-19,CARLOS HUMBERTO GONZALEZ DE LEON,AMARILIS JACOBED CABRERA GAMARRO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,44734516,,True,False,False
00-01-0734-46,01-01-0012,GUATEMALA,GUATEMALA,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,CARLOS HUMBERTO GONZALEZ DE LEON,JOSÉ RODERICO TELLO TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA NORTE,00,1,24637777,,True,False,False
00-01-0736-46,01-01-0037,GUATEMALA,GUATEMALA,COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,CARLOS HUMBERTO GONZALEZ DE LEON,MYRNA GUDELIA BANTES GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22510248,,True,False,False
00-01-0738-46,01-01-0037,GUATEMALA,GUATEMALA,LICEO PROFESIONAL EN COMPUTACIÓN Y CIENCIAS COMERCIALES,2A. AVENIDA 10-69,CARLOS HUMBERTO GONZALEZ DE LEON,ROBIN ALEXANDER MONTALVO HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22320092,,True,False,False
00-01-0739-46,01-01-0041,GUATEMALA,GUATEMALA,LICEO REGIOMONTANO,9A. CALLE 2-64,CARLOS HUMBERTO GONZALEZ DE LEON,NERY EDUARDO MALDONADO RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22202670,,True,False,False
00-01-0742-46,01-01-0038,GUATEMALA,GUATEMALA,"INSTITUTO MIXTO NOCTURNO DE EDUCACIÓN DIVERSIFICADA POR MADUREZ ""PEDRO ARRIAZA MATA""",10 AVENIDA 12-01,CARLOS HUMBERTO GONZALEZ DE LEON,BRUNO LUIS VIAU GARCÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22383239,,True,False,True
00-01-0744-46,01-01-0039,GUATEMALA,GUATEMALA,COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN,15 AVENIDA 2-63,CARLOS HUMBERTO GONZALEZ DE LEON,DALIA ROXANA CASTRO JUÁREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22501016,,True,False,True
00-01-0745-46,01-01-0039,GUATEMALA,GUATEMALA,"INSTITUTO PARTICULAR MIXTO ""JOSÉ MARTI""",8A. CALLE 12-41,CARLOS HUMBERTO GONZALEZ DE LEON,REGINA CORALIA GARCÍA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22539053,,True,False,True
00-01-0747-46,01-01-0039,GUATEMALA,GUATEMALA,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22322648,,True,False,False
00-01-0750-46,01-01-0041,GUATEMALA,GUATEMALA,"COLEGIO MIXTO EN COMPUTACIÓN ""IMANOL""",3RA. AVENIDA 3-33,CARLOS HUMBERTO GONZALEZ DE LEON,SONIA HAYDÉE REYES MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22201030,,True,False,False
00-01-0752-46,01-01-0042,GUATEMALA,GUATEMALA,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMERICAS,"8A. CALLE 00-30 , INTERIOR 9A.Y 8A. CALLE 00-20",CARLOS HUMBERTO GONZALEZ DE LEON,JESÚS SAMAYOA ARAGÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22321894,,True,False,True
00-01-0754-46,01-403,GUATEMALA,GUATEMALA,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL,6A. CALLE 0-25,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,VICTOR MANUEL TICURU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22202869,,True,False,False
00-01-0756-46,01-01-0012,GUATEMALA,GUATEMALA,CENTRO EDUCATIVO RENUEVO,6A. AVENIDA 2-34,CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL EUNICE ROJAS CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA NORTE,00,1,22886957,,True,False,False
00-01-0759-46,01-01-0033,GUATEMALA,GUATEMALA,LICEO CLÁSICO EN COMPUTACIÓN,4TA. CALLE 5-52,CARLOS HUMBERTO GONZALEZ DE LEON,MIGUEL ALFONSO LEMUS ALTÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,23041515,,True,False,True
00-01-0761-46,01-01-0042,GUATEMALA,GUATEMALA,LICEO CANADIENSE,11 CALLE 1-53,CARLOS HUMBERTO GONZALEZ DE LEON,ADA LUCRECIA MIJANGOS TEO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,23750055,,True,False,False
00-01-0762-46,01-01-0039,GUATEMALA,GUATEMALA,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,3A. CALLE 0-14,CARLOS HUMBERTO GONZALEZ DE LEON,DULCIRIA DE MARÍA MONROY SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,55947297,,True,False,True
00-01-0764-46,01-01-0038,GUATEMALA,GUATEMALA,LICEO TÉCNICO INTEGRAL SANTA TERESA DE JESÚS,12 CALLE 10-37,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22201454,,True,False,False
00-01-0766-46,01-01-0033,GUATEMALA,GUATEMALA,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,6A. AVENIDA 18-23,CARLOS HUMBERTO GONZALEZ DE LEON,MARCO ANTONIO CASTAÑEDA FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,36040601,,True,False,False
00-01-0768-46,01-312,GUATEMALA,GUATEMALA,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,6A. AVENIDA 18-23,AMADO SALOMON FLORES PEREZ,MARCO ANTONIO CASTAÑEDA FLORES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA NORTE,00,1,23164108,,True,False,False
00-01-0770-46,01-403,GUATEMALA,GUATEMALA,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,6TA. AVENIDA 18-23,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARCO ANTONIO CASTAÑEDA FLORES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,GUATEMALA NORTE,00,1,23164108,,True,False,False
00-01-0772-46,01-01-0037,GUATEMALA,GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA,8 CALLE 2-68,CARLOS HUMBERTO GONZALEZ DE LEON,EDGAR AROLDO ELÍAS GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,2232379,,False,False,True
00-01-0774-46,01-01-0041,GUATEMALA,GUATEMALA,LICEO JUAN MANTOVANI,12 CALLE 2-45,CARLOS HUMBERTO GONZALEZ DE LEON,INGRID LISSETTE MARTINEZ MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,42152989,,True,False,False
00-01-0776-46,01-01-0039,GUATEMALA,GUATEMALA,"LICEO DE COMPUTACIÓN ""SIGLO 21""",12 AVENIDA 13-67,CARLOS HUMBERTO GONZALEZ DE LEON,JESÚS EDUARDO ARGUETA ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,25087494,,True,False,True
00-01-0778-46,01-01-0041,GUATEMALA,GUATEMALA,LICEO PROFESIONAL SANTANDER,2DA. AVENIDA 8-27,CARLOS HUMBERTO GONZALEZ DE LEON,JORGE ABRAHAM CAMEY PRETZANCIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,00,1,22212688,,True,False,False
